problem_name,agent_id,user_id,seconds
Dynamic Queue,baseline,239,2477
Averager,chi,255,60
Set Product,zimmerman,446,629
Complex Numbers,zimmerman,23,1649
Binary Tree Depth,baseline,587,1049
Dynamic Queue,zimmerman,233,4828
Dynamic Queue,chi,205,3379
All permutations,baseline,54,5570
Dynamic Queue,zimmerman,182,677
Complex Numbers,baseline,717,29
Complex Numbers,baseline,474,5045
Binary Tree Depth,zimmerman,511,1455
Averager,chi,754,1084
Complex Numbers,baseline,730,1499
Binary Tree Depth,baseline,239,1380
Complex Numbers,zimmerman,119,4392
Binary Tree Depth,zimmerman,201,120
Complex Numbers,baseline,178,2120
Dynamic Queue,baseline,685,3066
Averager,zimmerman,179,426
Dynamic Queue,baseline,808,3023
Averager,zimmerman,166,519
Binary Tree Depth,baseline,808,2166
Dynamic Queue,chi,217,5981
Complex Numbers,chi,562,6281
Complex Numbers,chi,778,2320
Averager,zimmerman,327,708
Dynamic Queue,baseline,610,3667
Dynamic Queue,baseline,31,2544
Averager,zimmerman,586,1778
Averager,baseline,688,638
Dynamic Queue,zimmerman,584,7454
Dynamic Queue,baseline,634,3480
Dynamic Queue,baseline,796,1752
Binary Tree Depth,baseline,634,1030
Averager,baseline,484,593
Averager,baseline,384,60
Dynamic Queue,baseline,684,4501
Averager,baseline,450,728
Dynamic Queue,chi,618,1364
Averager,zimmerman,23,49
Averager,zimmerman,601,562
Averager,chi,602,3063
Averager,baseline,594,1290
Averager,chi,115,656
Dynamic Queue,zimmerman,811,4191
Complex Numbers,baseline,484,3212
Dynamic Queue,chi,715,3589
Dynamic Queue,baseline,41,2083
Complex Numbers,chi,423,3271
Averager,chi,423,450
Dynamic Queue,zimmerman,429,3071
Complex Numbers,baseline,109,2926
Binary Tree Depth,chi,217,1082
Binary Tree Depth,chi,580,990
Set Product,baseline,679,3996
Binary Tree Depth,chi,383,2729
Binary Tree Depth,zimmerman,486,2122
Binary Tree Depth,zimmerman,479,1746
Complex Numbers,baseline,518,5084
Averager,baseline,721,436
Dynamic Queue,baseline,50,1676
Averager,zimmerman,549,180
Binary Tree Depth,chi,428,1334
Binary Tree Depth,baseline,792,90
Dynamic Queue,baseline,185,3780
Dynamic Queue,zimmerman,786,2010
Binary Tree Depth,baseline,50,662
Dynamic Queue,zimmerman,759,5078
Binary Tree Depth,chi,7,895
Dynamic Queue,zimmerman,14,2361
Binary Tree Depth,zimmerman,793,954
Averager,chi,566,650
Complex Numbers,chi,404,981
Complex Numbers,baseline,721,2003
Dynamic Queue,zimmerman,292,10
Complex Numbers,baseline,222,4948
Dynamic Queue,zimmerman,66,5223
Binary Tree Depth,zimmerman,405,743
Binary Tree Depth,zimmerman,456,1440
Binary Tree Depth,zimmerman,786,630
Complex Numbers,baseline,136,2079
Dynamic Queue,chi,428,1096
Averager,chi,550,1206
Binary Tree Depth,zimmerman,292,1471
Binary Tree Depth,chi,715,1862
Dynamic Queue,chi,58,1796
Binary Tree Depth,chi,58,485
Binary Tree Depth,chi,618,1146
Binary Tree Depth,baseline,798,2037
All permutations,zimmerman,249,1940
Dynamic Queue,chi,621,6199
Dynamic Queue,zimmerman,553,1661
Set Product,chi,748,4046
Complex Numbers,chi,560,5377
Complex Numbers,chi,183,2091
Averager,chi,778,521
Complex Numbers,zimmerman,601,740
Dynamic Queue,zimmerman,456,3182
Binary Tree Depth,baseline,648,1558
Dynamic Queue,zimmerman,129,4509
Binary Tree Depth,zimmerman,14,1160
Dynamic Queue,baseline,587,2692
Dynamic Queue,chi,807,6095
Complex Numbers,zimmerman,607,3576
Binary Tree Depth,zimmerman,759,1202
Dynamic Queue,baseline,686,842
Dynamic Queue,chi,667,6261
All permutations,zimmerman,293,1482
Dynamic Queue,zimmerman,793,4932
Averager,chi,257,617
Dynamic Queue,zimmerman,755,2997
Averager,zimmerman,82,1016
Binary Tree Depth,zimmerman,423,1503
Binary Tree Depth,baseline,185,1898
Dynamic Queue,baseline,522,3350
Averager,chi,560,793
Complex Numbers,baseline,312,3434
Averager,baseline,109,639
Binary Tree Depth,chi,807,502
Dynamic Queue,zimmerman,479,7396
Binary Tree Depth,zimmerman,500,433
Complex Numbers,chi,711,2478
Dynamic Queue,zimmerman,639,3920
Averager,zimmerman,607,570
Binary Tree Depth,zimmerman,584,2063
Averager,chi,56,2593
Averager,baseline,556,1039
Averager,zimmerman,308,690
Binary Tree Depth,baseline,670,391
Binary Tree Depth,zimmerman,129,1306
Averager,baseline,136,211
Dynamic Queue,zimmerman,299,148
Complex Numbers,zimmerman,82,4420
Dynamic Queue,zimmerman,366,2752
Binary Tree Depth,zimmerman,662,1239
Averager,baseline,730,720
Complex Numbers,zimmerman,308,4867
Binary Tree Depth,zimmerman,755,719
Binary Tree Depth,chi,360,170
Binary Tree Depth,chi,551,1675
Dynamic Queue,zimmerman,500,1964
Binary Tree Depth,chi,340,330
Complex Numbers,baseline,231,3480
Binary Tree Depth,zimmerman,294,946
Binary Tree Depth,zimmerman,137,1672
Complex Numbers,chi,257,4202
Binary Tree Depth,baseline,188,4025
Binary Tree Depth,baseline,171,417
Dynamic Queue,zimmerman,486,3426
Averager,baseline,485,179
Complex Numbers,chi,708,345
Dynamic Queue,zimmerman,279,3960
Complex Numbers,zimmerman,692,10
Binary Tree Depth,chi,117,3112
Dynamic Queue,chi,335,770
Dynamic Queue,chi,340,1952
Dynamic Queue,zimmerman,662,7873
Dynamic Queue,zimmerman,294,598
Dynamic Queue,baseline,770,4518
Binary Tree Depth,zimmerman,279,5096
Binary Tree Depth,baseline,495,928
Dynamic Queue,baseline,696,5636
Binary Tree Depth,baseline,262,630
Dynamic Queue,zimmerman,370,1903
Binary Tree Depth,baseline,767,7041
Dynamic Queue,zimmerman,391,5885
Binary Tree Depth,chi,667,2847
Dynamic Queue,baseline,188,3648
Complex Numbers,zimmerman,42,1101
Dynamic Queue,zimmerman,557,120
Dynamic Queue,baseline,262,5194
Complex Numbers,baseline,51,9375
Binary Tree Depth,zimmerman,240,903
Binary Tree Depth,zimmerman,565,1295
Dynamic Queue,chi,311,3410
Binary Tree Depth,chi,77,2404
Binary Tree Depth,zimmerman,111,279
Binary Tree Depth,baseline,692,499
Binary Tree Depth,zimmerman,557,2422
Dynamic Queue,zimmerman,494,3195
Binary Tree Depth,chi,442,1828
Binary Tree Depth,zimmerman,693,1337
Binary Tree Depth,baseline,685,1477
Binary Tree Depth,chi,561,1230
Dynamic Queue,zimmerman,565,2120
Averager,baseline,518,1065
Averager,baseline,118,853
Dynamic Queue,baseline,113,1035
Dynamic Queue,zimmerman,80,4767
Dynamic Queue,chi,77,5461
Averager,zimmerman,615,206
Complex Numbers,baseline,22,100
Binary Tree Depth,chi,744,2528
Binary Tree Depth,zimmerman,366,1031
All permutations,chi,748,3599
Set Product,zimmerman,36,613
Averager,baseline,529,1344
Binary Tree Depth,zimmerman,66,1927
Dynamic Queue,zimmerman,111,1597
Averager,baseline,312,742
Binary Tree Depth,chi,658,2517
Dynamic Queue,zimmerman,693,4583
Dynamic Queue,chi,143,7471
Binary Tree Depth,baseline,36,958
Dynamic Queue,zimmerman,61,4771
Binary Tree Depth,chi,311,1376
Binary Tree Depth,chi,86,1542
Binary Tree Depth,chi,143,1650
Dynamic Queue,chi,442,5027
Dynamic Queue,chi,633,6056
Dynamic Queue,baseline,36,6165
Dynamic Queue,chi,561,4236
Dynamic Queue,zimmerman,305,5634
Binary Tree Depth,chi,489,2828
Binary Tree Depth,zimmerman,186,1572
Averager,zimmerman,36,588
Binary Tree Depth,zimmerman,305,29
Dynamic Queue,chi,649,2978
Averager,baseline,51,2205
Binary Tree Depth,zimmerman,391,1357
Dynamic Queue,baseline,277,2194
Dynamic Queue,zimmerman,361,6842
Dynamic Queue,chi,117,5499
Dynamic Queue,zimmerman,284,3227
Binary Tree Depth,zimmerman,445,1944
Averager,zimmerman,764,1049
Dynamic Queue,zimmerman,449,2710
Dynamic Queue,baseline,495,2803
Binary Tree Depth,baseline,224,2443
Averager,zimmerman,420,511
Dynamic Queue,zimmerman,186,2378
Dynamic Queue,zimmerman,371,8671
Complex Numbers,chi,253,4741
All permutations,zimmerman,36,254
Binary Tree Depth,baseline,770,1436
Complex Numbers,zimmerman,420,2343
Complex Numbers,zimmerman,687,5529
Binary Tree Depth,zimmerman,61,671
Binary Tree Depth,zimmerman,233,2018
Averager,baseline,222,999
Dynamic Queue,zimmerman,725,3934
Binary Tree Depth,chi,605,97
Averager,zimmerman,801,1809
Dynamic Queue,baseline,539,3413
Binary Tree Depth,baseline,758,669
Dynamic Queue,baseline,758,4509
Binary Tree Depth,chi,649,921
Complex Numbers,baseline,309,1142
Complex Numbers,baseline,713,2643
Complex Numbers,zimmerman,801,4804
All permutations,zimmerman,665,4880
Dynamic Queue,chi,489,2414
Dynamic Queue,zimmerman,445,2600
Binary Tree Depth,zimmerman,289,397
Averager,baseline,27,981
Binary Tree Depth,chi,335,647
Dynamic Queue,zimmerman,304,3933
Binary Tree Depth,baseline,696,179
Averager,zimmerman,687,1289
Binary Tree Depth,zimmerman,681,1198
Dynamic Queue,zimmerman,137,4235
Dynamic Queue,zimmerman,745,1716
Complex Numbers,zimmerman,764,3322
Binary Tree Depth,zimmerman,284,807
Dynamic Queue,zimmerman,4,3354
Dynamic Queue,zimmerman,681,4651
Binary Tree Depth,baseline,276,1682
Complex Numbers,baseline,795,4206
Complex Numbers,chi,190,3268
Dynamic Queue,chi,187,5239
Dynamic Queue,zimmerman,270,4262
Complex Numbers,zimmerman,472,11793
Complex Numbers,chi,766,860
Averager,baseline,795,393
Dynamic Queue,baseline,670,2560
Averager,zimmerman,785,1219
Binary Tree Depth,zimmerman,202,1210
Binary Tree Depth,zimmerman,379,784
Averager,chi,700,1232
Binary Tree Depth,zimmerman,144,64
Dynamic Queue,zimmerman,379,2689
Averager,baseline,474,1790
Complex Numbers,chi,588,3327
Averager,baseline,713,739
Binary Tree Depth,baseline,590,435
Binary Tree Depth,zimmerman,304,590
Dynamic Queue,chi,744,7578
Binary Tree Depth,chi,205,1953
Dynamic Queue,baseline,467,3272
Dynamic Queue,chi,537,445
Binary Tree Depth,zimmerman,371,1348
Dynamic Queue,zimmerman,202,3165
All permutations,chi,550,392
Binary Tree Depth,chi,187,791
Binary Tree Depth,baseline,339,85
Averager,baseline,34,943
Complex Numbers,chi,461,3217
Complex Numbers,baseline,268,205
Dynamic Queue,baseline,63,3588
Dynamic Queue,zimmerman,73,2822
Averager,chi,190,1009
Averager,chi,588,694
Dynamic Queue,chi,385,2813
Binary Tree Depth,chi,633,4382
Averager,baseline,268,221
Binary Tree Depth,chi,411,1635
Dynamic Queue,zimmerman,464,3840
Binary Tree Depth,chi,385,600
Binary Tree Depth,baseline,63,906
Averager,zimmerman,747,732
Averager,chi,253,731
Dynamic Queue,chi,173,5057
Averager,chi,461,814
Dynamic Queue,baseline,460,3943
Dynamic Queue,baseline,339,4084
Dynamic Queue,baseline,297,9883
Complex Numbers,zimmerman,567,7832
Dynamic Queue,chi,580,5989
Binary Tree Depth,chi,398,625
Dynamic Queue,baseline,632,3114
Complex Numbers,chi,368,1911
Dynamic Queue,chi,86,5355
Dynamic Queue,baseline,152,523
Dynamic Queue,zimmerman,656,4784
Complex Numbers,chi,471,4801
Dynamic Queue,chi,411,3991
Complex Numbers,zimmerman,227,612
Complex Numbers,zimmerman,531,4849
Averager,chi,368,765
Complex Numbers,zimmerman,298,7180
Dynamic Queue,zimmerman,94,7014
Dynamic Queue,chi,769,4555
Complex Numbers,zimmerman,789,3669
Dynamic Queue,zimmerman,364,3270
All permutations,zimmerman,446,133
Complex Numbers,baseline,594,4458
Binary Tree Depth,zimmerman,364,1019
Complex Numbers,chi,255,2370
Averager,zimmerman,315,2039
Binary Tree Depth,baseline,751,2300
Binary Tree Depth,zimmerman,464,2003
Complex Numbers,baseline,70,1541
Complex Numbers,zimmerman,381,3597
Dynamic Queue,chi,427,601
Dynamic Queue,baseline,777,2869
Dynamic Queue,baseline,654,4175
Averager,zimmerman,358,1045
Binary Tree Depth,baseline,771,1170
Averager,baseline,309,1362
Complex Numbers,chi,631,9515
Dynamic Queue,baseline,760,5411
Dynamic Queue,baseline,652,4061
Binary Tree Depth,chi,682,2559
Complex Numbers,zimmerman,710,4438
Averager,chi,395,1026
Complex Numbers,chi,676,4623
Set Product,baseline,510,297
Binary Tree Depth,baseline,689,477
Dynamic Queue,chi,92,6208
Dynamic Queue,zimmerman,144,5899
Averager,chi,0,845
Complex Numbers,zimmerman,431,407
Complex Numbers,chi,0,2668
Dynamic Queue,baseline,174,2455
Dynamic Queue,baseline,547,367
Complex Numbers,chi,235,6059
Dynamic Queue,chi,698,1254
Dynamic Queue,zimmerman,734,3544
Dynamic Queue,baseline,153,837
Binary Tree Depth,chi,694,3181
Binary Tree Depth,chi,705,691
Binary Tree Depth,baseline,547,30
Dynamic Queue,chi,433,5696
Averager,chi,164,2371
All permutations,baseline,510,230
Complex Numbers,zimmerman,447,1217
Complex Numbers,chi,169,3150
Averager,chi,774,1536
Dynamic Queue,baseline,739,4366
Averager,zimmerman,381,709
Dynamic Queue,chi,328,2595
Averager,baseline,22,285
Dynamic Queue,chi,93,3959
Averager,chi,676,783
Dynamic Queue,zimmerman,516,2970
Averager,zimmerman,373,1044
Binary Tree Depth,chi,93,732
Complex Numbers,baseline,19,317
Binary Tree Depth,baseline,463,258
Binary Tree Depth,baseline,221,1507
Complex Numbers,baseline,104,2881
Averager,zimmerman,710,1164
Dynamic Queue,baseline,454,4036
Averager,zimmerman,209,740
Complex Numbers,zimmerman,209,3363
Dynamic Queue,zimmerman,498,4696
Binary Tree Depth,chi,698,119
Binary Tree Depth,zimmerman,734,1101
Complex Numbers,chi,575,1660
Binary Tree Depth,zimmerman,0,1493
Binary Tree Depth,chi,433,2382
Averager,zimmerman,431,1773
Complex Numbers,chi,563,599
Dynamic Queue,zimmerman,538,2563
Dynamic Queue,zimmerman,673,1585
Averager,baseline,104,707
Dynamic Queue,zimmerman,0,3004
Dynamic Queue,chi,694,6521
Binary Tree Depth,chi,769,748
Binary Tree Depth,baseline,652,3453
Dynamic Queue,baseline,689,1129
Averager,chi,169,384
Complex Numbers,chi,603,3205
Dynamic Queue,baseline,176,3092
Dynamic Queue,chi,175,796
Binary Tree Depth,zimmerman,516,866
Binary Tree Depth,chi,537,124
Averager,chi,216,940
Complex Numbers,baseline,545,3654
Complex Numbers,chi,395,3045
Binary Tree Depth,zimmerman,270,1468
Complex Numbers,baseline,548,2869
Complex Numbers,baseline,680,2375
Dynamic Queue,chi,705,819
Averager,chi,471,897
Complex Numbers,zimmerman,373,4327
Averager,chi,748,986
Dynamic Queue,chi,74,387
Complex Numbers,chi,783,321
Complex Numbers,zimmerman,249,2674
Averager,chi,183,1205
Averager,baseline,545,498
Binary Tree Depth,zimmerman,530,623
Dynamic Queue,chi,625,4452
Binary Tree Depth,zimmerman,213,1961
Averager,baseline,230,2120
Binary Tree Depth,chi,175,295
Binary Tree Depth,zimmerman,644,2795
Dynamic Queue,chi,396,5593
Complex Numbers,chi,697,148
Averager,chi,603,660
Binary Tree Depth,baseline,176,737
Complex Numbers,chi,47,6226
Averager,zimmerman,160,243
Binary Tree Depth,zimmerman,94,2965
Binary Tree Depth,zimmerman,498,900
Dynamic Queue,baseline,800,2894
Dynamic Queue,chi,438,2508
Complex Numbers,zimmerman,160,6751
Binary Tree Depth,chi,243,1098
Complex Numbers,zimmerman,480,2844
Dynamic Queue,chi,613,3852
Complex Numbers,zimmerman,181,5038
Complex Numbers,baseline,287,335
Averager,baseline,680,600
Dynamic Queue,baseline,690,760
Complex Numbers,chi,616,4554
Averager,zimmerman,480,815
Dynamic Queue,zimmerman,609,1242
Binary Tree Depth,baseline,153,350
Binary Tree Depth,baseline,150,305
Complex Numbers,baseline,380,2530
Complex Numbers,chi,491,150
Dynamic Queue,zimmerman,24,5078
Binary Tree Depth,zimmerman,80,1262
Dynamic Queue,zimmerman,325,984
Complex Numbers,baseline,735,1816
Binary Tree Depth,zimmerman,725,1433
Binary Tree Depth,chi,625,2015
Averager,zimmerman,789,572
Complex Numbers,zimmerman,320,4327
Complex Numbers,baseline,344,1386
Complex Numbers,chi,619,3562
Binary Tree Depth,chi,396,159
Averager,baseline,10,913
Binary Tree Depth,zimmerman,609,3337
Binary Tree Depth,baseline,654,990
Complex Numbers,zimmerman,241,88
Binary Tree Depth,chi,613,735
Averager,baseline,731,736
Averager,baseline,70,129
Complex Numbers,baseline,230,4118
Complex Numbers,baseline,49,9533
Averager,chi,631,345
Complex Numbers,zimmerman,785,4463
Complex Numbers,zimmerman,743,509
Binary Tree Depth,chi,74,200
Binary Tree Depth,baseline,739,1175
Circular Linked List,baseline,416,6334
Circular Linked List,zimmerman,753,1338
Dynamic Queue,baseline,134,5580
Circular Linked List,zimmerman,553,117
Complex Numbers,zimmerman,451,2696
Dynamic Queue,baseline,204,750
Binary Tree Depth,baseline,134,970
Set Product,baseline,597,4204
Complex Numbers,zimmerman,436,154
Dynamic Queue,chi,677,6215
Dynamic Queue,zimmerman,592,585
Dynamic Queue,chi,680,3192
Averager,baseline,548,805
Dynamic Queue,chi,322,30
Binary Tree Depth,zimmerman,592,180
Sorted List,baseline,162,1378
Averager,baseline,679,160
Averager,baseline,49,549
Dynamic Queue,zimmerman,683,1154
Complex Numbers,zimmerman,409,3472
Averager,chi,47,1321
Binary Tree Depth,baseline,589,1230
Binary Tree Depth,zimmerman,508,391
Averager,zimmerman,298,722
Averager,chi,570,1218
Complex Numbers,chi,441,618
Averager,zimmerman,568,987
Complex Numbers,chi,319,1078
Circular Linked List,zimmerman,278,3795
Circular Linked List,chi,414,2315
Binary Tree Depth,zimmerman,630,368
Sorted List,chi,414,2006
Complex Numbers,zimmerman,393,2774
Dynamic Queue,chi,576,4280
Complex Numbers,chi,570,5519
Binary Tree Depth,baseline,800,540
Complex Numbers,zimmerman,78,4574
Circular Linked List,baseline,808,4877
Circular Linked List,baseline,219,4801
Dynamic Queue,baseline,459,5462
Circular Linked List,baseline,162,1639
Binary Tree Depth,baseline,97,87
Binary Tree Depth,zimmerman,24,989
Complex Numbers,zimmerman,657,1789
Dynamic Queue,zimmerman,530,2730
Circular Linked List,zimmerman,405,4167
Complex Numbers,zimmerman,614,3721
Averager,zimmerman,393,577
Dynamic Queue,zimmerman,177,1198
Binary Tree Depth,baseline,777,1528
Binary Tree Depth,zimmerman,291,243
Circular Linked List,chi,271,3210
Binary Tree Depth,chi,576,1290
Complex Numbers,chi,164,4252
Circular Linked List,chi,340,2448
Averager,baseline,735,996
Binary Tree Depth,zimmerman,656,275
Circular Linked List,baseline,150,2688
Circular Linked List,baseline,758,2513
Averager,zimmerman,523,750
Complex Numbers,baseline,251,3542
Circular Linked List,zimmerman,45,2137
Complex Numbers,zimmerman,283,523
Averager,baseline,321,390
Circular Linked List,zimmerman,0,5041
Averager,baseline,647,1162
Averager,zimmerman,320,365
Averager,chi,572,351
Binary Tree Depth,baseline,722,1017
Complex Numbers,zimmerman,523,3204
Averager,baseline,380,324
Complex Numbers,baseline,321,3719
Averager,baseline,123,212
Binary Tree Depth,baseline,760,445
Averager,chi,441,118
Averager,baseline,260,634
Averager,chi,616,594
Averager,baseline,263,604
Averager,chi,44,285
Averager,zimmerman,614,557
Averager,zimmerman,655,269
Complex Numbers,baseline,260,827
Binary Tree Depth,chi,92,1739
Averager,zimmerman,567,2043
Averager,zimmerman,409,750
Averager,chi,620,60
Complex Numbers,zimmerman,76,3771
Complex Numbers,chi,413,1624
Averager,chi,481,990
Complex Numbers,chi,620,41
Complex Numbers,chi,602,6632
Sorted List,zimmerman,0,1873
Dynamic Queue,baseline,224,4825
Dynamic Queue,chi,27,4481
Averager,zimmerman,440,940
Complex Numbers,chi,154,209
Dynamic Queue,chi,252,561
Complex Numbers,baseline,647,4987
Circular Linked List,chi,515,90
Averager,chi,235,1303
Binary Tree Depth,chi,173,2982
Sorted List,baseline,226,661
Binary Tree Depth,zimmerman,275,2985
Averager,zimmerman,76,1243
Sorted List,baseline,219,2088
Complex Numbers,zimmerman,466,3623
Binary Tree Depth,baseline,467,1037
Circular Linked List,chi,428,1872
Dynamic Queue,chi,125,6492
Complex Numbers,chi,600,4558
Complex Numbers,zimmerman,502,986
Complex Numbers,baseline,490,23
Averager,zimmerman,343,1257
Averager,chi,728,998
Averager,chi,600,1042
Dynamic Queue,zimmerman,146,74
Binary Tree Depth,baseline,432,1787
Complex Numbers,chi,748,3991
Complex Numbers,chi,397,1328
Complex Numbers,chi,392,222
Complex Numbers,zimmerman,718,1327
Complex Numbers,zimmerman,440,3113
Complex Numbers,zimmerman,282,1291
Averager,zimmerman,472,2204
Dynamic Queue,baseline,590,2150
Averager,zimmerman,447,519
Circular Linked List,zimmerman,371,7643
Binary Tree Depth,baseline,459,625
Averager,chi,562,651
Complex Numbers,zimmerman,604,5201
Sorted List,baseline,758,150
Dynamic Queue,chi,142,8116
Averager,baseline,251,798
Dynamic Queue,chi,234,1132
Averager,zimmerman,249,879
Averager,chi,397,949
Dynamic Queue,chi,220,834
Binary Tree Depth,zimmerman,133,175
Averager,zimmerman,451,564
Averager,chi,392,1810
Dynamic Queue,zimmerman,275,4165
Circular Linked List,baseline,722,2986
Dynamic Queue,zimmerman,213,3681
Binary Tree Depth,zimmerman,146,78
Averager,baseline,506,712
Averager,zimmerman,283,2656
Averager,zimmerman,499,195
Dynamic Queue,baseline,589,2518
Sorted List,baseline,150,2094
Averager,zimmerman,282,111
Averager,zimmerman,502,697
Complex Numbers,zimmerman,779,277
Dynamic Queue,baseline,432,2359
Averager,zimmerman,382,1005
Dynamic Queue,zimmerman,630,3792
Sorted List,baseline,798,2204
Dynamic Queue,baseline,542,2882
Binary Tree Depth,chi,234,786
Complex Numbers,zimmerman,497,2160
Dynamic Queue,baseline,362,600
Averager,zimmerman,168,1543
Dynamic Queue,zimmerman,560,4386
Averager,chi,319,124
Circular Linked List,zimmerman,128,943
Circular Linked List,zimmerman,565,2013
All permutations,chi,254,2787
Dynamic Queue,chi,707,3943
Binary Tree Depth,chi,27,3703
Dynamic Queue,chi,207,3923
Binary Tree Depth,baseline,179,680
Sorted List,zimmerman,405,1636
Sorted List,zimmerman,444,1168
Binary Tree Depth,chi,244,840
Sorted List,zimmerman,565,1132
Circular Linked List,chi,658,6971
Dynamic Queue,baseline,179,2510
Binary Tree Depth,baseline,542,627
Sorted List,chi,430,2973
Averager,chi,403,914
Sorted List,baseline,729,2895
Circular Linked List,zimmerman,444,737
Complex Numbers,zimmerman,343,3927
Binary Tree Depth,chi,52,2953
Circular Linked List,baseline,343,503
Circular Linked List,chi,88,226
Sorted List,chi,88,107
Averager,baseline,788,2282
Dynamic Queue,zimmerman,453,2504
Dynamic Queue,baseline,771,5764
Complex Numbers,zimmerman,168,976
Binary Tree Depth,chi,543,2874
Complex Numbers,chi,540,1440
Binary Tree Depth,chi,301,1559
Circular Linked List,chi,430,4530
Dynamic Queue,chi,19,989
Complex Numbers,chi,403,3074
Circular Linked List,zimmerman,304,5903
Dynamic Queue,chi,244,2910
Complex Numbers,chi,417,598
Dynamic Queue,chi,109,3340
Circular Linked List,zimmerman,367,2695
Binary Tree Depth,zimmerman,560,3012
Binary Tree Depth,chi,203,2285
Set Product,baseline,274,636
Binary Tree Depth,baseline,308,30
Circular Linked List,baseline,798,3474
Dynamic Queue,chi,52,5923
Binary Tree Depth,baseline,768,793
Circular Linked List,zimmerman,811,3520
Complex Numbers,baseline,112,4500
Dynamic Queue,chi,659,228
Binary Tree Depth,chi,659,656
Binary Tree Depth,baseline,343,1721
Dynamic Queue,chi,402,2688
Dynamic Queue,zimmerman,389,4401
Circular Linked List,zimmerman,24,2598
Sorted List,zimmerman,278,2287
Dynamic Queue,zimmerman,810,5232
Dynamic Queue,chi,551,2098
Binary Tree Depth,baseline,695,1761
Sorted List,zimmerman,240,3337
Binary Tree Depth,zimmerman,699,178
Binary Tree Depth,baseline,704,10
Binary Tree Depth,chi,207,1314
Circular Linked List,baseline,670,1461
Circular Linked List,baseline,459,4633
Binary Tree Depth,chi,321,1005
Sorted List,zimmerman,120,1661
Circular Linked List,baseline,218,3915
Dynamic Queue,baseline,503,1483
Dynamic Queue,baseline,446,685
Binary Tree Depth,zimmerman,11,1514
Binary Tree Depth,zimmerman,784,1138
Sorted List,baseline,126,2174
Binary Tree Depth,baseline,503,939
Binary Tree Depth,chi,109,1049
Sorted List,zimmerman,526,1393
Circular Linked List,zimmerman,745,90
Sorted List,chi,302,180
Sorted List,zimmerman,669,2070
Circular Linked List,chi,2,959
Sorted List,chi,809,1858
Binary Tree Depth,zimmerman,389,2196
Sorted List,baseline,749,1963
Binary Tree Depth,chi,402,1257
Circular Linked List,zimmerman,644,6754
Binary Tree Depth,baseline,536,209
Circular Linked List,zimmerman,120,1989
Binary Tree Depth,chi,231,1515
Dynamic Queue,zimmerman,754,3808
Circular Linked List,baseline,126,3781
Binary Tree Depth,baseline,742,1138
Averager,baseline,112,840
Sorted List,baseline,412,1977
Circular Linked List,zimmerman,669,2986
Circular Linked List,chi,335,1863
Circular Linked List,chi,809,4501
Circular Linked List,baseline,412,1813
Binary Tree Depth,baseline,181,2091
Dynamic Queue,chi,312,3559
Circular Linked List,chi,537,239
Binary Tree Depth,baseline,610,1080
Circular Linked List,zimmerman,61,3636
Dynamic Queue,baseline,742,3254
Dynamic Queue,zimmerman,699,287
Dynamic Queue,baseline,358,4904
Dynamic Queue,zimmerman,404,939
Dynamic Queue,chi,450,4101
Circular Linked List,baseline,507,1636
Dynamic Queue,baseline,695,2234
Circular Linked List,baseline,719,1889
Binary Tree Depth,baseline,358,846
Complex Numbers,baseline,54,7148
Sorted List,chi,271,1572
Circular Linked List,baseline,740,252
Averager,chi,622,817
Circular Linked List,zimmerman,784,100
Circular Linked List,baseline,41,346
Circular Linked List,zimmerman,366,726
Circular Linked List,baseline,245,69
Sorted List,baseline,507,242
Dynamic Queue,baseline,166,3786
Dynamic Queue,baseline,687,3713
Binary Tree Depth,chi,707,1740
Complex Numbers,baseline,65,2380
Sorted List,zimmerman,73,2009
Circular Linked List,baseline,767,10016
Circular Linked List,chi,8,6844
Dynamic Queue,chi,222,5721
Circular Linked List,baseline,749,2851
Circular Linked List,zimmerman,270,214
Sorted List,zimmerman,361,2970
Sorted List,baseline,740,202
Dynamic Queue,chi,679,3941
Binary Tree Depth,zimmerman,716,150
Sorted List,baseline,41,118
Circular Linked List,zimmerman,391,5694
Sorted List,zimmerman,367,1470
Complex Numbers,baseline,788,1735
Sorted List,baseline,218,1179
Sorted List,zimmerman,108,90
Binary Tree Depth,chi,450,1356
Dynamic Queue,zimmerman,804,6531
Circular Linked List,zimmerman,35,7966
Circular Linked List,zimmerman,571,1626
Circular Linked List,zimmerman,108,365
Circular Linked List,baseline,503,3713
Binary Tree Depth,zimmerman,62,2664
Sorted List,zimmerman,371,4856
Sorted List,zimmerman,35,4196
Dynamic Queue,baseline,536,5598
Averager,baseline,65,240
Binary Tree Depth,baseline,166,2042
Circular Linked List,zimmerman,786,1831
Binary Tree Depth,chi,312,814
Circular Linked List,zimmerman,292,4030
Set Product,baseline,192,1274
Circular Linked List,zimmerman,584,253
Circular Linked List,chi,422,2598
Dynamic Queue,chi,161,5220
Dynamic Queue,chi,212,3590
Dynamic Queue,zimmerman,588,2942
Sorted List,chi,537,434
Binary Tree Depth,chi,161,3917
Dynamic Queue,zimmerman,172,317
Binary Tree Depth,baseline,431,77
Binary Tree Depth,zimmerman,172,149
Circular Linked List,baseline,375,2821
Sorted List,chi,422,605
Circular Linked List,baseline,185,3348
Circular Linked List,zimmerman,189,6345
Binary Tree Depth,baseline,687,1276
Circular Linked List,zimmerman,233,2013
